hrEnergyX,stdX,energiaX, energiaTotalX, autocorrX, rmsX,aucX, stdZ, energiaTotalZ, aucZ, autocorrZ, rmsZ, powerBandX, maxZ, zcrX, ampZ,medianFreqX, minZ, stdY, energiaY,class
0.036339245842234684,2.18683422045298,961.2310254565828,48.061551272829135,961.2310254565828,2.18683422045298,38.24735159298448,0.42889574047168083,1.8487131397572516,7.346131549945113,36.97426279514504,0.42889574047168083,0.04975124378109452,0.7758612340579933,13.0,-1.6505761284471063,0.40404040404040403,-0.874714894389113,0.3489252516347308,24.471515076900403,1
0.007553374141164382,2.489991483123849,1246.2115747918906,62.31057873959453,1246.2115747918908,2.489991483123849,44.49526600808981,0.8013129907883565,6.453130217522116,13.91130390189299,129.06260435044234,0.8013129907883565,0.09950248756218905,1.4173160871588308,15.0,-2.829270509002651,0.40404040404040403,-1.41195442184382,0.24329596030433803,11.897777784382416,1
0.018329109602220114,2.1611023696300506,938.7430538561448,46.93715269280724,938.7430538561448,2.1611023696300506,38.5417343357016,0.654126995137978,4.300215363970814,11.56986316177861,86.0043072794163,0.6541269951379779,0.09950248756218905,0.9327679484810947,14.0,-2.2981738322857375,0.35353535353535354,-1.3654058838046428,0.2353217329518166,11.130639917888663,1
0.026002439317345517,2.163556412079285,940.8762459981272,47.04381229990636,940.8762459981272,2.163556412079285,38.71058949729058,0.6879457715395572,4.756357315020523,11.9735989610578,95.12714630041046,0.6879457715395572,0.09950248756218905,1.2760449160847678,13.0,-2.500063021287378,0.40404040404040403,-1.2240181052026102,0.30319851177743634,18.47779684635449,1
0.017429617821497847,2.103632707961123,889.479384570773,44.47396922853865,889.479384570773,2.103632707961123,37.48026622708865,0.7590097522843862,5.789762830831192,13.272858324107172,115.79525661662385,0.7590097522843862,0.04975124378109452,1.204166823700783,14.0,-2.6748027145164865,0.35353535353535354,-1.4706358908157036,0.3125976458275177,19.641174923558147,1
0.005593450010439017,2.1587871917738877,936.7327900127647,46.836639500638235,936.7327900127648,2.1587871917738877,38.72715886877465,0.6124752081644538,3.770015100191715,10.29420474996315,75.4003020038343,0.6124752081644538,0.09950248756218905,0.9749411994402628,13.0,-2.3285402835708666,0.35353535353535354,-1.3535990841306038,0.29167923914814214,17.100432488557857,1
0.004891880886883631,2.3467733078070427,1106.9763366053576,55.34881683026788,1106.9763366053578,2.3467733078070427,41.3360368663494,0.566480373123955,3.2250451320032867,9.74513690039661,64.50090264006573,0.566480373123955,0.09950248756218905,0.9454960411211477,14.0,-2.1650346187394405,0.35353535353535354,-1.2195385776182928,0.4399440316867409,38.9037009543736,1
0.012382963204731076,2.32998610578566,1091.1958858839992,54.55979429419996,1091.195885883999,2.32998610578566,41.671919764469344,0.3673372933393508,1.3561137051326964,6.260053911318522,27.12227410265393,0.3673372933393508,0.09950248756218905,0.6954496342248486,14.0,-1.600266653270074,0.35353535353535354,-0.9048170190452254,0.3443058024267198,23.827843602526187,1
0.027185372393389647,2.5064354727032554,1262.7259745438632,63.136298727193164,1262.7259745438632,2.5064354727032554,44.988039199027995,0.5039475196884163,2.5523291811310735,8.377040871618176,51.04658362262147,0.5039475196884163,0.09950248756218905,0.8289686748178831,13.0,-2.041019740645913,0.40404040404040403,-1.21205106582803,0.3257029024215045,21.322558509804214,1
0.030073354284122264,2.3625458859486295,1121.9062357057717,56.09531178528859,1121.9062357057717,2.3625458859486295,42.36020841379184,0.3780231863150153,1.4361603703871555,6.3812280711919485,28.723207407743114,0.3780231863150153,0.14925373134328357,0.6932977882663369,13.0,-1.4473839580162657,0.40404040404040403,-0.7540861697499288,0.26726755088678955,14.357820695161553,1
